,scene,obj,class,attribute,vel_x,vel_y,vel_z,omega_z,acc_x,acc_y,acc_z,dp_x,dp_y,dp_z
15,NuScenes-v1.0-mini-scene-0061-megvii,6dd2,human.pedestrian.adult,pedestrian.standing,-0.04418341488043677,0.1869207627886305,0.02127693317802557,0.0,9.660616180116984,1.3092193935723488,1.3588764058729326,0,0,0
16,NuScenes-v1.0-mini-scene-0061-megvii,6dd2,human.pedestrian.adult,pedestrian.standing,0.01631615181011638,-0.45897676566712164,-0.02127693317802525,0.0,-9.418813347830064,-3.8907230355167832,-1.528954407625942,0,0,0
17,NuScenes-v1.0-mini-scene-0061-megvii,6dd2,human.pedestrian.adult,pedestrian.standing,-0.04271285401580634,0.18352901720750564,0.021276933178025283,0.0,9.183176541568677,6.455530092025968,1.69882440665293,0,0,0
18,NuScenes-v1.0-mini-scene-0061-megvii,6dd2,human.pedestrian.adult,pedestrian.standing,0.040695907663226984,0.13269413231924546,0.03068181501202584,0.0,-8.849806168882145,-6.658708321501305,-1.6612347230398512,0,0,0
19,NuScenes-v1.0-mini-scene-0061-megvii,6dd2,human.pedestrian.adult,pedestrian.standing,-0.04127583939191249,0.18047198290281205,0.017383252625905746,0.0,8.521474704998417,6.850078789825816,1.607968364658508,0,0,0
20,NuScenes-v1.0-mini-scene-0061-megvii,6dd2,human.pedestrian.adult,pedestrian.standing,0.04443304017736696,0.13413878943219723,0.03468778430258256,0.0,-8.178170840909857,-7.035664745842983,-1.538655679430321,0,0,0
21,NuScenes-v1.0-mini-scene-0061-megvii,6dd2,human.pedestrian.adult,pedestrian.standing,-0.04768361100913576,-0.03676659662079109,0.01332210542995207,0.0,7.809628318743662,6.351902350917963,1.4531753555356766,0,0,0
22,NuScenes-v1.0-mini-scene-0061-megvii,6dd2,human.pedestrian.adult,pedestrian.standing,0.04768361100909546,0.036766596620775416,-0.23576823085735057,0.0,-7.385346938129062,-6.024758872380151,-2.5613589593060384,0,0,0
23,NuScenes-v1.0-mini-scene-0061-megvii,6dd2,human.pedestrian.adult,pedestrian.standing,-0.047683611009064444,-0.03676659662076313,0.03572425680490336,0.0,7.003794176391966,5.730561428364072,3.6475676824528853,0,0,0
24,NuScenes-v1.0-mini-scene-0061-megvii,6dd2,human.pedestrian.adult,pedestrian.standing,0.047683611009042705,0.036766596620755466,-0.21748399166466567,0.0,-6.657115756625503,-5.463253954224672,-4.568028964575556,0,0,0
25,NuScenes-v1.0-mini-scene-0061-megvii,6dd2,human.pedestrian.adult,pedestrian.standing,-0.04768361100901799,-0.036766596620746654,0.01766264586968642,0.0,6.275987623657951,5.169383921542285,5.507775316001129,0,0,0
26,NuScenes-v1.0-mini-scene-0061-megvii,6dd2,human.pedestrian.adult,pedestrian.standing,0.04768361100900219,0.03676659662074113,-0.1845003147189285,0.0,-5.95777072353566,-4.924021790673272,-6.182343257446441,0,0,0
27,NuScenes-v1.0-mini-scene-0061-megvii,6dd2,human.pedestrian.adult,pedestrian.standing,-0.04768361100898411,-0.03676659662073623,-0.015549670304642707,0.0,5.576206496806905,4.629815506539415,6.858314735142453,0,0,0
28,NuScenes-v1.0-mini-scene-0061-megvii,6dd2,human.pedestrian.adult,pedestrian.standing,0.047683611008974724,0.036766596620737606,-0.1842765306619241,0.0,-5.1950691033552285,-4.335938333531732,-7.532635685266691,0,0,0
29,NuScenes-v1.0-mini-scene-0061-megvii,6dd2,human.pedestrian.adult,pedestrian.standing,-0.04768361100896257,-0.036766596620740236,-0.06584222837619598,0.0,4.718006478874441,3.9680977126983574,8.12508849957173,0,0,0
30,NuScenes-v1.0-mini-scene-0061-megvii,6dd2,human.pedestrian.adult,pedestrian.standing,0.08465483341000463,0.08529563146040973,0.1777511388842388,0.0,-4.189083224115306,-3.480245892743153,-7.151507487532417,0,0,0
31,NuScenes-v1.0-mini-scene-0061-megvii,6dd2,human.pedestrian.adult,pedestrian.standing,-0.04908572757252504,-0.032984479377607144,-0.06572849026219552,0.0,3.654012800205988,3.0070297750508845,6.1773920253004,0,0,0
32,NuScenes-v1.0-mini-scene-0061-megvii,6dd2,human.pedestrian.adult,pedestrian.standing,0.08838864061189393,0.08673670791564961,0.17775402403616347,0.0,-3.1039899617738986,-2.5280358496730186,-5.203239931411065,0,0,0
33,NuScenes-v1.0-mini-scene-0061-megvii,6dd2,human.pedestrian.adult,pedestrian.standing,-0.0528574938083419,-0.03448138182964002,-0.06585092498939384,0.0,2.5394942414167208,2.04358299599347,4.229663190729271,0,0,0
34,NuScenes-v1.0-mini-scene-0061-megvii,6dd2,human.pedestrian.adult,pedestrian.standing,0.08987042247755768,0.08306516100313381,0.17388482158055993,0.0,-1.96840339146474,-1.5732492532881015,-3.270419233168369,0,0,0
35,NuScenes-v1.0-mini-scene-0061-megvii,6dd2,human.pedestrian.adult,pedestrian.standing,-0.05426186532438557,-0.03069598823842797,-0.06173792353552991,0.0,1.3911180705675479,1.117607824521001,2.3266920912532227,0,0,0
36,NuScenes-v1.0-mini-scene-0061-megvii,6dd2,human.pedestrian.adult,pedestrian.standing,0.08983288820838767,0.08300995970390859,0.1737666097750161,0.0,-0.8145914301290077,-0.6626675400354526,-1.3844326816023746,0,0,0
37,NuScenes-v1.0-mini-scene-0061-megvii,6dd2,human.pedestrian.adult,pedestrian.standing,-0.06019484558246009,-0.03942156694740207,-0.08042346952008797,0.0,0.3144464373658611,0.2545195698983722,0.5370433879218681,0,0,0
38,NuScenes-v1.0-mini-scene-0061-megvii,6dd2,human.pedestrian.adult,pedestrian.standing,0.09716421850998459,0.08794817413769025,0.1883302349529393,0.0,0.3144464373658611,0.2545195698983722,0.5370433879218681,0,0,0
39,NuScenes-v1.0-mini-scene-0061-megvii,48d5,human.pedestrian.adult,pedestrian.moving,1.5080898112407195,0.0033502921327790633,0.04372407969058348,-0.041643203524826866,-0.38341806253372807,5.167108396487795,-8.604897933406878,0,0,0
40,NuScenes-v1.0-mini-scene-0061-megvii,48d5,human.pedestrian.adult,pedestrian.moving,1.010682949487768,0.048094277327158895,-0.01171742547513415,0.041643203524826866,-1.606623116031086,-4.988095238695583,8.383085797778982,0,0,0
41,NuScenes-v1.0-mini-scene-0061-megvii,48d5,human.pedestrian.adult,pedestrian.moving,1.2811462056673941,6.041222950179081e-05,0.04443273168115391,-0.041643203524826866,2.589766254185933,4.813490504814639,-8.178978066125193,0,0,0
42,NuScenes-v1.0-mini-scene-0061-megvii,48d5,human.pedestrian.adult,pedestrian.moving,1.242167118462889,0.04775485224389732,-0.11252741441987109,0.041643203524826866,-2.7458996998703786,-4.622447107098107,7.550263280750371,0,0,0
43,NuScenes-v1.0-mini-scene-0061-megvii,48d5,human.pedestrian.adult,pedestrian.moving,1.0406566413274743,-0.2249465495473502,0.18046706039667457,-0.041643203524826866,1.9405732012117425,3.532609654446614,-6.379325581209456,0,0,0
44,NuScenes-v1.0-mini-scene-0061-megvii,48d5,human.pedestrian.adult,pedestrian.moving,1.4753030678785233,0.03168366356236401,-0.11010707243282916,0.041643203524826866,-0.029215867420478263,-2.404078485349203,5.101526050678912,0,0,0
45,NuScenes-v1.0-mini-scene-0061-megvii,48d5,human.pedestrian.adult,pedestrian.moving,0.8292574056826058,-0.21056255427719595,0.1786936297762909,-0.041643203524826866,-2.577257535914513,1.4267353023439298,-3.936358643449632,0,0,0
46,NuScenes-v1.0-mini-scene-0061-megvii,48d5,human.pedestrian.adult,pedestrian.moving,1.2471785978120364,0.04939057671070234,-0.11689633755612029,0.041643203524826866,4.096457420327718,-0.4817706200376103,2.861849255885415,0,0,0
47,NuScenes-v1.0-mini-scene-0061-megvii,48d5,human.pedestrian.adult,pedestrian.moving,1.3568850003479571,-0.22396602575725832,0.18098321680841756,-0.041643203524826866,-3.657036109544999,-0.6131401034112958,-1.6687135663673938,0,0,0
48,NuScenes-v1.0-mini-scene-0061-megvii,48d5,human.pedestrian.adult,pedestrian.moving,1.242132426632149,0.044344088216441396,-0.11296716268034612,0.041643203524826866,3.197917446886768,1.6866339407727189,0.4926344532923993,0,0,0
49,NuScenes-v1.0-mini-scene-0061-megvii,48d5,human.pedestrian.adult,pedestrian.moving,1.0793662119630199,-0.030098168246127828,0.4777610091899193,-0.041643203524826866,-3.9220163923862135,-2.017805612453606,2.135341181562752,0,0,0
50,NuScenes-v1.0-mini-scene-0061-megvii,48d5,human.pedestrian.adult,pedestrian.moving,1.01082390234523,0.04292465911552944,-0.15331978873439767,0.041643203524826866,3.6474737925684844,2.310294689371248,-4.663101975199914,0,0,0
51,NuScenes-v1.0-mini-scene-0061-megvii,48d5,human.pedestrian.adult,pedestrian.moving,1.078673163933365,-0.03379811246514508,0.2813561760286078,-0.041643203524826866,-3.375999594620839,-2.617273017383387,6.402300105571182,0,0,0
52,NuScenes-v1.0-mini-scene-0061-megvii,48d5,human.pedestrian.adult,pedestrian.moving,1.0091373468370943,0.0466100008527675,-0.15332778838658048,0.041643203524826866,3.0977946400518857,2.938976801803068,-8.141421577381216,0,0,0
53,NuScenes-v1.0-mini-scene-0061-megvii,48d5,human.pedestrian.adult,pedestrian.moving,0.887748481003328,-0.034969725365632615,0.15332778838658054,-0.041643203524826866,-3.539045194080516,-3.2355204686717296,9.256119718909508,0,0,0
54,NuScenes-v1.0-mini-scene-0061-megvii,48d5,human.pedestrian.adult,pedestrian.moving,1.1725378724046533,-0.14732972114573484,0.08619981563533355,-0.001105315674052143,4.675960536967492,2.786965125719725,-9.52410309350875,0,0,0
55,NuScenes-v1.0-mini-scene-0061-megvii,48d5,human.pedestrian.adult,pedestrian.moving,0.8902497654310061,-0.02743382871615033,0.15360636366215738,-0.04165031374881778,-5.804201076875352,-2.3077688611030323,9.79351153920784,0,0,0
56,NuScenes-v1.0-mini-scene-0061-megvii,48d5,human.pedestrian.adult,pedestrian.moving,1.1710021865736426,-0.1505026448655545,0.08590653644286705,-0.0010978296946770882,6.924931520198353,1.8164927099624348,-10.063761238439529,0,0,0
57,NuScenes-v1.0-mini-scene-0061-megvii,48d5,human.pedestrian.adult,pedestrian.moving,0.892077878391832,-0.007327129052758002,0.1539030705881408,-0.04165788711316676,-8.039743665806284,-1.2442449735702905,10.33553160732034,0,0,0
58,NuScenes-v1.0-mini-scene-0061-megvii,48d5,human.pedestrian.adult,pedestrian.moving,1.1834015041580128,-0.09676166074994381,0.08642226760151848,-0.0011109490919967158,9.20661781388787,0.8860219056376241,-10.60582072063817,0,0,0
59,NuScenes-v1.0-mini-scene-0061-megvii,48d5,human.pedestrian.adult,pedestrian.moving,0.9928578593253985,-0.1378672735712488,-0.2386299140078679,-0.07526208713564309,-9.969833595931544,-1.0506689735750319,9.303835785848328,0,0,0
60,NuScenes-v1.0-mini-scene-0061-megvii,48d5,human.pedestrian.adult,pedestrian.moving,1.1790509273422864,-0.08983054805813327,0.09059942066588604,-0.0010983146812781897,10.714759317969301,1.2428554648247576,-7.986647114648106,0,0,0
61,NuScenes-v1.0-mini-scene-0061-megvii,48d5,human.pedestrian.adult,pedestrian.moving,1.2411896118297783,-0.16494024134289023,-0.2596584759907085,-0.07636055266002906,-10.43830912590134,-1.5770126698894467,6.428376874415917,0,0,0
62,NuScenes-v1.0-mini-scene-0061-megvii,48d5,human.pedestrian.adult,pedestrian.moving,0.9322108685627937,-0.07016085611164524,0.11162593519189735,0.0,9.202122411884169,1.9562135674875685,-4.942912692082088,0,0,0
63,NuScenes-v1.0-mini-scene-0061-megvii,48d5,human.pedestrian.adult,pedestrian.moving,1.1185707704734276,0.031185883036842308,-0.9295447420608256,0.0,-8.524667884688808,-1.5877984387569577,1.1580545672578182,0,0,0
64,NuScenes-v1.0-mini-scene-0061-megvii,48d5,human.pedestrian.adult,pedestrian.moving,1.136502378420574,-0.0684045186149399,0.03034868598341456,0.0,8.596330245334144,1.189792677030523,2.6780893649733244,0,0,0
65,NuScenes-v1.0-mini-scene-0061-megvii,48d5,human.pedestrian.adult,pedestrian.moving,1.4661812650755464,0.060568307817400774,-0.0303486859834147,0.0,-7.496273106967566,-0.7594421628931315,-2.8806215258577463,0,0,0
66,NuScenes-v1.0-mini-scene-0061-megvii,48d5,human.pedestrian.adult,pedestrian.moving,0.6996540986788127,-0.012922199904123716,0.030348685983414805,0.0,4.429398143811025,0.46540666351181914,3.123471692916434,0,0,0
67,NuScenes-v1.0-mini-scene-0061-megvii,48d5,human.pedestrian.adult,pedestrian.moving,1.602939221964904,0.062247922057865425,0.569129916916285,0.0,-0.8193974522934988,-0.16498746555466393,-0.9702195623283171,0,0,0
68,NuScenes-v1.0-mini-scene-0061-megvii,48d5,human.pedestrian.adult,pedestrian.moving,1.2753358644859814,-0.0037157290449766306,0.18122636019807548,0.0,-0.8193974522934988,-0.16498746555466393,-0.9702195623283171,0,0,0
69,NuScenes-v1.0-mini-scene-0061-megvii,6e04,human.pedestrian.adult,pedestrian.moving,1.5756807196514735,0.842914289487119,1.034260005039633,-1.5369415468960748,2.2754695094046005,-60.97656229587372,-52.34238657967797,0,0,0
70,NuScenes-v1.0-mini-scene-0061-megvii,6e04,human.pedestrian.adult,pedestrian.moving,1.264483458780054,-0.6944881105805272,-0.8662250704085239,1.5369415468960748,-3.5205173995929133,54.825673919752845,44.73886549824157,0,0,0
71,NuScenes-v1.0-mini-scene-0061-megvii,6e04,human.pedestrian.adult,pedestrian.moving,1.3111656792910198,0.831082696136593,1.0188964993699494,-1.5369415468960748,3.6902088594143785,-49.280172133006715,-37.88638445481098,0,0,0
72,NuScenes-v1.0-mini-scene-0061-megvii,6e04,human.pedestrian.adult,pedestrian.moving,0.9876485781554931,-0.6823003681324641,-1.0549466255257411,1.5369415468960748,-4.986079116024564,43.218210978680304,29.57946153483205,0,0,0
73,NuScenes-v1.0-mini-scene-0061-megvii,6e04,human.pedestrian.adult,pedestrian.moving,1.6651996279282293,0.8277155627636461,1.2068117165327137,-1.5369415468960748,7.6938778485405175,-37.18350816900884,-20.540457943977152,0,0,0
74,NuScenes-v1.0-mini-scene-0061-megvii,6e04,human.pedestrian.adult,pedestrian.moving,1.2559695674780427,-0.6618554116429962,-1.0441042443663209,1.5369415468960748,-9.493466731522947,30.633120929599787,10.64205669919693,0,0,0
75,NuScenes-v1.0-mini-scene-0061-megvii,6e04,human.pedestrian.adult,pedestrian.moving,0.5739347454026248,0.8104195058549264,1.197415372545822,-1.5369415468960748,6.7417949412574645,-24.693222808757945,-1.598638243794663,0,0,0
76,NuScenes-v1.0-mini-scene-0061-megvii,6e04,human.pedestrian.adult,pedestrian.moving,2.629431554233853,-0.6754724571052504,-0.3358884162999139,1.5369415468960748,0.7302131147996842,19.29180517095483,-3.975127773946201,0,0,0
77,NuScenes-v1.0-mini-scene-0061-megvii,6e04,human.pedestrian.adult,pedestrian.moving,-0.24952345819607155,0.46399930480671925,0.47207303471104667,-1.5369415468960748,-12.261665755699267,-14.727730844888885,7.21136077091186,0,0,0
78,NuScenes-v1.0-mini-scene-0061-megvii,6e04,human.pedestrian.adult,pedestrian.moving,2.6214417630146243,-0.6733214984809237,-0.34004187081537846,1.5369415468960748,23.74823786662147,10.177373590924528,-10.46058732223533,0,0,0
79,NuScenes-v1.0-mini-scene-0061-megvii,6e04,human.pedestrian.adult,pedestrian.moving,0.1691248952020523,0.43898497565411854,0.4868491505082557,-1.5369415468960748,-34.65787326990996,-5.229049722665709,14.13918191141677,0,0,0
80,NuScenes-v1.0-mini-scene-0061-megvii,6e04,human.pedestrian.adult,pedestrian.moving,2.8081682930434377,-0.7502410111508,-0.35066394686025903,1.6896875257245974,45.228422169054994,0.46566786394459275,-17.493796373857826,0,0,0
81,NuScenes-v1.0-mini-scene-0061-megvii,6e04,human.pedestrian.adult,pedestrian.moving,-0.02623733338509889,0.8047574568542238,0.6827583264046164,-1.5797273187251775,-56.56926768575163,5.75609420141149,21.62866057442672,0,0,0
82,NuScenes-v1.0-mini-scene-0061-megvii,6e04,human.pedestrian.adult,pedestrian.moving,2.860762585013965,-0.9030034300661274,-0.39869534132386736,1.6056899137036091,68.11982845685468,-12.588652727365604,-25.95543461782781,0,0,0
83,NuScenes-v1.0-mini-scene-0061-megvii,6e04,human.pedestrian.adult,pedestrian.moving,0.06852459836340936,0.8190858041282831,0.4132354081083415,-1.620240736737517,-78.26966015786577,18.848475845868226,28.906816448105904,0,0,0
84,NuScenes-v1.0-mini-scene-0061-megvii,6e04,human.pedestrian.adult,pedestrian.moving,2.350456945485511,-0.8693854182679505,-0.3972669011735473,1.6054823193950463,87.37942328530345,-25.589066951876934,-32.14244438471456,0,0,0
85,NuScenes-v1.0-mini-scene-0061-megvii,6e04,human.pedestrian.adult,pedestrian.moving,0.061319424605325454,0.8212747717844778,0.4132539797933802,-1.620243191457704,-96.52857866478355,32.346246296324296,35.38190964647314,0,0,0
86,NuScenes-v1.0-mini-scene-0061-megvii,6e04,human.pedestrian.adult,pedestrian.moving,2.285907958011116,-0.34896891599221,1.0038640124946807,1.6507775796316286,105.40887285105696,-37.01772062114085,-33.02426428374961,0,0,0
87,NuScenes-v1.0-mini-scene-0061-megvii,6e04,human.pedestrian.adult,pedestrian.moving,0.3456120859384973,0.34298430691319204,-0.8879560357630247,-1.5438882876120164,-113.16389936115065,39.78333779562059,25.46298724464855,0,0,0
88,NuScenes-v1.0-mini-scene-0061-megvii,6e04,human.pedestrian.adult,pedestrian.moving,2.247045653465952,-0.4689438255451924,1.004113282554694,1.6508103781249277,120.7799437805041,-43.03545284593325,-17.884450597932148,0,0,0
89,NuScenes-v1.0-mini-scene-0061-megvii,6e04,human.pedestrian.adult,pedestrian.moving,1.6972830559319627,0.7688237192860535,-0.08686193973748171,-1.6508103781249277,-122.98199828189593,47.993286656378764,13.514588206544362,0,0,0
90,NuScenes-v1.0-mini-scene-0061-megvii,6e04,human.pedestrian.adult,pedestrian.moving,1.1610344070411152,-0.49905188654097987,-0.19719657451334843,1.6508103781249277,120.8365617400234,-53.0658339922393,-13.956017677316765,0,0,0
91,NuScenes-v1.0-mini-scene-0061-megvii,6e04,human.pedestrian.adult,pedestrian.moving,0.4826952186367181,0.5632470476497381,-0.4523461117346532,-1.6508103781249277,-123.85444022374588,57.791919631366895,12.820877158127306,0,0,0
92,NuScenes-v1.0-mini-scene-0061-megvii,6e04,human.pedestrian.adult,pedestrian.moving,2.134149933773304,-0.8028905134375578,0.4723505091398984,1.6508103781249277,130.4617115074174,-63.25767136781131,-9.121277421475014,0,0,0
93,NuScenes-v1.0-mini-scene-0061-megvii,6e04,human.pedestrian.adult,pedestrian.moving,0.3351154611301575,0.2673785044327793,-1.1848486697901641,-1.9819696264550215,-137.00155208244118,67.14830762614591,3.0970357540321523,0,0,0
94,NuScenes-v1.0-mini-scene-0061-megvii,6e04,human.pedestrian.adult,default,-31.84019434178888,15.63619588256164,0.7296677809227904,0.0,127.2508289694746,-62.49078968006267,-2.5168418127626904,0,0,0
95,NuScenes-v1.0-mini-scene-0061-megvii,6e04,human.pedestrian.adult,default,31.840194341788724,-15.636195882561502,-0.5298404375286206,0.0,127.2508289694746,-62.49078968006267,-2.5168418127626904,0,0,0
96,NuScenes-v1.0-mini-scene-0061-megvii,4a5a,movable_object.trafficcone,default,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05150000000003274,0.05237499999998363,0.08124999999999993
97,NuScenes-v1.0-mini-scene-0061-megvii,4a5a,movable_object.trafficcone,default,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04550000000000409,0.039375000000063665,0.03125
98,NuScenes-v1.0-mini-scene-0061-megvii,4a5a,movable_object.trafficcone,default,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03750000000002274,0.02437499999996362,-0.018750000000000044
99,NuScenes-v1.0-mini-scene-0061-megvii,4a5a,movable_object.trafficcone,default,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01650000000000773,0.008375000000114596,-0.018750000000000044
100,NuScenes-v1.0-mini-scene-0061-megvii,4a5a,movable_object.trafficcone,default,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.005499999999983629,-0.007624999999961801,-0.018750000000000044
101,NuScenes-v1.0-mini-scene-0061-megvii,4a5a,movable_object.trafficcone,default,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.026499999999998636,-0.0236250000000382,-0.018750000000000044
102,NuScenes-v1.0-mini-scene-0061-megvii,4a5a,movable_object.trafficcone,default,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.048499999999989996,-0.03862499999991087,-0.018750000000000044
103,NuScenes-v1.0-mini-scene-0061-megvii,4a5a,movable_object.trafficcone,default,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.07049999999998136,-0.05462499999998727,-0.018750000000000044
104,NuScenes-v1.0-mini-scene-0061-megvii,c08b,human.pedestrian.adult,pedestrian.moving,1.8794695928211123,-0.14394226802260374,0.035016404307738565,0.20291838996442157,-53.69776088799794,5.763174153354285,26.60828158132886,0,0,0
105,NuScenes-v1.0-mini-scene-0061-megvii,c08b,human.pedestrian.adult,pedestrian.moving,0.10462850065059888,0.012951489203027723,-0.035016404307738565,-0.20291838996442157,46.59692024743893,-5.135468623843855,-26.8884710674654,0,0,0
106,NuScenes-v1.0-mini-scene-0061-megvii,c08b,human.pedestrian.adult,pedestrian.moving,2.0404341590421575,0.001835336030065887,0.035016404307738565,0.20291838996442157,-39.56020081748055,5.09506102885647,27.14304270950128,0,0,0
107,NuScenes-v1.0-mini-scene-0061-megvii,c08b,human.pedestrian.adult,pedestrian.moving,0.31716763366434914,0.1258732470268871,0.36554055297883314,-0.20291838996442157,32.65753685748918,-4.598218546685778,-25.819105236486998,0,0,0
108,NuScenes-v1.0-mini-scene-0061-megvii,c08b,human.pedestrian.adult,pedestrian.moving,2.098908020242149,-0.1406421688597643,-0.6652742852294367,0.20291838996442157,-25.53690091121456,3.5331030759387416,21.69950552028078,0,0,0
109,NuScenes-v1.0-mini-scene-0061-megvii,c08b,human.pedestrian.adult,pedestrian.moving,0.5538113895961718,0.12660160498454842,0.7752117664229454,-0.20291838996442157,18.742339640262742,-2.3578987814950874,-15.36496919175898,0,0,0
110,NuScenes-v1.0-mini-scene-0061-megvii,c08b,human.pedestrian.adult,pedestrian.moving,1.9093809332113412,-0.12626276705532255,-0.5734865977657055,0.20291838996442157,-13.273289744014994,1.3377166195520878,9.923641092085001,0,0,0
111,NuScenes-v1.0-mini-scene-0061-megvii,c08b,human.pedestrian.adult,pedestrian.moving,0.4276096570097178,0.0598393736488892,0.6643649686777208,-0.20291838996442157,7.886851358198121,-0.6612102447345892,-5.423883740514393,0,0,0
112,NuScenes-v1.0-mini-scene-0061-megvii,c08b,human.pedestrian.adult,pedestrian.moving,2.142145185281969,-0.13101566097919615,-0.5642292198460059,0.20291838996442157,-1.0193993973132511,-0.10324622769685891,0.5028357773897342,0,0,0
113,NuScenes-v1.0-mini-scene-0061-megvii,c08b,human.pedestrian.adult,pedestrian.moving,0.4300205645529228,0.05790797358744624,0.7642764378697455,-0.20291838996442157,-5.830715948422672,0.8591191779766676,4.812441441706959,0,0,0
114,NuScenes-v1.0-mini-scene-0061-megvii,c08b,human.pedestrian.adult,pedestrian.moving,1.5848258181966866,-0.05277815794310724,-0.7642764378697454,0.10996832339896345,10.96810436849794,-1.3515291740290474,-11.612522943344501,0,0,0
115,NuScenes-v1.0-mini-scene-0061-megvii,c08b,human.pedestrian.adult,pedestrian.moving,0.7730847176741764,-0.15479486438589093,0.5319605022349274,-0.10996832339896345,-14.219490459206975,0.9429066463111527,16.80453152170366,0,0,0
116,NuScenes-v1.0-mini-scene-0061-megvii,c08b,human.pedestrian.adult,pedestrian.moving,1.3547837216790957,-0.02994415179203416,0.2362578215303337,0.10996832339896345,16.546947926876665,-0.4433618278228663,-17.98767848891083,0,0,0
117,NuScenes-v1.0-mini-scene-0061-megvii,c08b,human.pedestrian.adult,pedestrian.moving,1.056282678858605,-0.004477320392058218,-0.17224362770931992,-0.14051255278535502,-17.741216902557017,0.5452517454006877,16.353310304673816,0,0,0
118,NuScenes-v1.0-mini-scene-0061-megvii,c08b,human.pedestrian.adult,pedestrian.moving,1.0377814131635854,-0.16888757109769448,-0.00950720709660589,0.08030225057608265,17.673964492856296,-1.1428857517287054,-15.761760698680035,0,0,0
